"Property Name",,"es","Node Path","Description"
"Caption","Found Object Message Format","Objetos encontrados en formato de mensaje","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Criteria Evaluation Behavior","Criterios de evaluación del comportamiento","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\CriteriaEvaluationBehavior",
"Caption","Include Current Object","Incluya actual de objetos","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\IncludeCurrentObject",
"Caption","Message Template Found Objects","Mensaje plantilla Objetos hallados","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\MessageTemplateFoundObjects",
"Caption","IRule String Comparison Properties","IRule propiedades de comparación de cadenas","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties",
"Caption","Operator Type","Tipo de operador","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperatorType",
"Caption","Operand Value","Valor del Operando","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperandValue",
"Caption","Ignore Case","Ignorar el asunto","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\IgnoreCase",
"Caption","Message Template Must Contain","Mensaje plantilla debe contener","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustContain",
"Caption","Message Template Must Begin With","Plantilla de mensaje debe comenzar con","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeginWith",
"Caption","Message Template Must End With","Mensaje plantilla debe terminar con","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustEndWith",
"Caption","Message Template Must Be Equal","Plantilla de mensaje debe ser igual","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeEqual",
"Caption","Message Template Must Not Be Equal","Plantilla de mensaje no debe ser igual","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqual",
"Caption","IRule Supports Collection Aggregates Properties","IRule Soporta agregados Propiedades de colección","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties",
"Caption","Target Collection Aggregate","Objetivo total de Colección","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties\OwnMembers\TargetCollectionAggregate",
"Caption","IRule Unique Value Properties","IRule Propiedades Valor Único","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties",
"Caption","Found Object Message Format","Objetos encontrados en formato de mensaje","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Message Template Must Be Unique","Plantilla de mensaje debe ser único","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties\OwnMembers\MessageTemplateMustBeUnique",
"Caption","IRule Value Comparison Properties","IRule Propiedades Valor Comparación","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties",
"Caption","Right Operand","Operando derecho","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\RightOperand",
"Caption","Right Operand Expression","Expresión del operando derecho","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\RightOperandExpression",
"Caption","Operator Type","Tipo de operador","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\OperatorType",
"Caption","Message Template Must Be Equal To Operand","Mensaje plantilla debe ser igual que el de","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeEqualToOperand",
"Caption","Message Template Must Be Greater Than Operand","Mensaje plantilla deberá ser superior al del operando","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeGreaterThanOperand",
"Caption","Message Template Must Be Greater Than Or Equal To Operand","Plantilla de mensaje debe ser mayor o igual que el de","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeGreaterThanOrEqualToOperand",
"Caption","Message Template Must Be Less Than Operand","Mensaje de plantilla debe ser menos de un operador sobre","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOperand",
"Caption","Message Template Must Be Less Than Or Equal To Operand","Plantilla de mensaje debe ser menor o igual que el de","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOrEqualToOperand",
"Caption","Message Template Must Not Be Equal To Operand","Plantilla de mensaje no debe ser igual que el de","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqualToOperand",
"Caption","Rule Base Properties","Propiedades de la regla de base","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties",
"Caption","Id","Identificación del","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\Id",
"Caption","Name","Nombre","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\Name",
"Caption","Custom Message Template","Plantilla mensaje","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\CustomMessageTemplate",
"Caption","Target Type","Tipo de destino","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetType",
"Caption","Target Context IDs","Objetivo identificadores de contexto","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetContextIDs",
"Caption","Invert Result","Invertir Resultados","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\InvertResult",
"Caption","Skip Null Or Empty Values","Saltar nulo o valores vacíos","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Skip Null Or Empty Values","Mensaje plantilla Pasar valores nulos o vacíos","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateSkipNullOrEmptyValues",
"Caption","Message Template Target Does Not Satisfy Target Criteria","Mensaje de destino de plantilla no cumple los criterios de destino","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyTargetCriteria",
"Caption","Target Criteria","Objetivo Criterios","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetCriteria",
"Caption","Target Collection Owner Type","La colección de destino Tipo de propietario","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetCollectionOwnerType",
"Caption","Target Collection Property Name","La colección de destino Nombre de la propiedad","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetCollectionPropertyName",
"Caption","Message Template Target Does Not Satisfy Collection Criteria","Mensaje de destino de plantilla no responde a criterios de la colección","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyCollectionCriteria",
"Caption","Message Template Collection Validation Message Suffix","Colección de plantillas de mensajes de validación sufijo mensaje","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateCollectionValidationMessageSuffix",
"Caption","Rule Combination Of Properties Is Unique Properties","La combinación de propiedades es la regla propiedades únicas","BOModel\DevExpress.Persistent.Validation.RuleCombinationOfPropertiesIsUniqueProperties",
"Caption","Target Properties","Propiedades de destino","BOModel\DevExpress.Persistent.Validation.RuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\TargetProperties",
"Caption","Message Template Combination Of Properties Must Be Unique","Combinación de mensajes de plantilla de las propiedades deben ser únicos","BOModel\DevExpress.Persistent.Validation.RuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\MessageTemplateCombinationOfPropertiesMustBeUnique",
"Caption","Rule Criteria Properties","Criterios de propiedades de la regla","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties",
"Caption","Criteria","Criterios","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties\OwnMembers\Criteria",
"Caption","Message Template Must Satisfy Criteria","Plantilla de mensaje debe satisfacer criterios","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties\OwnMembers\MessageTemplateMustSatisfyCriteria",
"Caption","Used Properties","Used Properties","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties\OwnMembers\UsedProperties",
"Caption","Rule From Bool Property Properties","Detalles de la regla Booleana","BOModel\DevExpress.Persistent.Validation.RuleFromBoolPropertyProperties",
"Caption","Message Template Must Be True","Plantilla de mensaje debe ser cierto","BOModel\DevExpress.Persistent.Validation.RuleFromBoolPropertyProperties\OwnMembers\MessageTemplateMustBeTrue",
"Caption","Used Properties","Propiedades Usadas","BOModel\DevExpress.Persistent.Validation.RuleFromBoolPropertyProperties\OwnMembers\UsedProperties",
"Caption","Rule Is Referenced Properties","Propiedads de la regla Is Referenced","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties",
"Caption","Reference Property Name","Nombre de referencia de la Propiedad","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties\OwnMembers\ReferencePropertyName",
"Caption","Looks For","Busca","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Be Referenced","Plantilla de mensaje debe ser de Referencia","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties\OwnMembers\MessageTemplateMustBeReferenced",
"Caption","Rule Object Exists Properties","Propiedades de la regla existe Objeto","BOModel\DevExpress.Persistent.Validation.RuleObjectExistsProperties",
"Caption","Criteria","Criterios","BOModel\DevExpress.Persistent.Validation.RuleObjectExistsProperties\OwnMembers\Criteria",
"Caption","Looks For","Busca","BOModel\DevExpress.Persistent.Validation.RuleObjectExistsProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Exist","Mensaje plantilla debe existir","BOModel\DevExpress.Persistent.Validation.RuleObjectExistsProperties\OwnMembers\MessageTemplateMustExist",
"Caption","Rule Property Value Properties","Propiedades de la regla Valor de la Propiedad","BOModel\DevExpress.Persistent.Validation.RulePropertyValueProperties",
"Caption","Target Property Name","Objetivo Nombre de la propiedad","BOModel\DevExpress.Persistent.Validation.RulePropertyValueProperties\OwnMembers\TargetPropertyName",
"Caption","Rule Range Properties","Propiedades de la regla rango","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties",
"Caption","Minimum Value","Valor mínimo","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MinimumValue",
"Caption","Maximum Value","Valor máximo","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MaximumValue",
"Caption","Message Template Must Be In Range","Plantilla de mensaje debe ser en el radio","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MessageTemplateMustBeInRange",
"Caption","Target Collection Aggregate","Objetivo total de Colección","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\TargetCollectionAggregate",
"Caption","Minimum Value Expression","Expresión del valor mínimo","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MinimumValueExpression",
"Caption","Maximum Value Expression","Máxima expresión de valor","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MaximumValueExpression",
"Caption","Rule Regular Expression Properties","Propiedades de la regla de expresiones regulares","BOModel\DevExpress.Persistent.Validation.RuleRegularExpressionProperties",
"Caption","Pattern","Patrón","BOModel\DevExpress.Persistent.Validation.RuleRegularExpressionProperties\OwnMembers\Pattern",
"Caption","Message Template Must Match Pattern","Mensaje plantilla debe coincidir con Patrón","BOModel\DevExpress.Persistent.Validation.RuleRegularExpressionProperties\OwnMembers\MessageTemplateMustMatchPattern",
"Caption","Rule Required Field Properties","Artículo Requerido Propiedades del campo","BOModel\DevExpress.Persistent.Validation.RuleRequiredFieldProperties",
"Caption","Message Template Must Not Be Empty","Plantilla de mensaje no puede estar vacío","BOModel\DevExpress.Persistent.Validation.RuleRequiredFieldProperties\OwnMembers\MessageTemplateMustNotBeEmpty",
"Caption","Rule Search Object Properties","Propiedades de la regla de la búsqueda de objetos","BOModel\DevExpress.Persistent.Validation.RuleSearchObjectProperties",
"Caption","Include Current Object","Incluya actual de objetos","BOModel\DevExpress.Persistent.Validation.RuleSearchObjectProperties\OwnMembers\IncludeCurrentObject",
"Caption","Found Object Messages Separator","Objetos encontrados en mensajes de separación","BOModel\DevExpress.Persistent.Validation.RuleSearchObjectProperties\OwnMembers\FoundObjectMessagesSeparator",
"Caption","Found Object Message Format","Objetos encontrados en formato de mensaje","BOModel\DevExpress.Persistent.Validation.RuleSearchObjectProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Criteria Evaluation Behavior","Criterios de evaluación del comportamiento","BOModel\DevExpress.Persistent.Validation.RuleSearchObjectProperties\OwnMembers\CriteriaEvaluationBehavior",
"Caption","Message Template Found Objects","Mensaje plantilla Objetos hallados","BOModel\DevExpress.Persistent.Validation.RuleSearchObjectProperties\OwnMembers\MessageTemplateFoundObjects",
"Caption","Validaton Results","Resultados de la validación","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResult",
"Caption","Results","Resultados","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResult\OwnMembers\Results",
"Caption","Validation Details","Detalles de validación","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem",
"Caption","Rule Name","Nombre de la regla","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem\OwnMembers\RuleName",
"Caption","Target","Meta","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem\OwnMembers\Target",
"Caption","Context Id","Id de Contexto","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem\OwnMembers\ContextId",
"Caption","Rule","Regla","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem\OwnMembers\Rule",
"Caption","State","Estado","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem\OwnMembers\State",
"Caption","Error Message","Mensaje de error","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem\OwnMembers\ErrorMessage",
